particleCount,runIndex,avgFps
2800,0,48.00594609033805
2800,1,51.0048932574253
2800,2,52.27265416412005
2800,3,52.907483710154594
2800,4,52.74718497403114
2800,5,51.59135135483726
2800,6,52.2668628416252
2800,7,51.67405812725362
2800,8,52.18073973273076
2800,9,52.13041596487974
2800,10,52.084530588919286
2800,11,52.09477602602414
2800,12,52.17665973452917
2800,13,51.47418604216073
2800,14,51.549096189448676
2800,15,52.1102496551955
2800,16,51.8196042980276
2800,17,52.19744335416756
2800,18,51.860228904069196
2800,19,52.08080858259676
2800,20,52.3292451446008
2800,21,52.30503248846624
2800,22,51.53746542065263
2800,23,52.697088949468586
2800,24,52.518944946914964
2800,25,52.676405875658006
2800,26,52.70169273529716
2800,27,52.67106492005026
2800,28,52.0390227621938
2800,29,52.88919160040304
2800,30,52.35474001189863
2800,31,51.72869334912252
2800,32,51.7636574926202
2800,33,51.486081381474534
2800,34,51.57152315700236
2800,35,51.54190584919354
2800,36,51.8815725284679
2800,37,51.71032007967168
2800,38,52.35059586681475
2800,39,51.936654161335774
2800,40,52.210265095361926
2800,41,52.12636473338667
2800,42,52.296793454794816
2800,43,52.2338601327398
2800,44,52.30570724420215
2800,45,51.79454012337509
2800,46,51.71808343424783
2800,47,51.91969062254504
2800,48,52.61467222361924
2800,49,52.779635708356885
2800,50,51.99997140001573
2800,51,51.90465115582674
2800,52,52.30456424715476
2800,53,52.53273578693369
2800,54,52.58226178857653
2800,55,52.95607830503276
2800,56,52.81283173059931
2800,57,52.5574067750995
2800,58,52.51821826692707
2800,59,52.63221021426219
2800,60,52.19147879260735
2800,61,51.389254131424266
2800,62,51.70180724164346
2800,63,51.60189396813057
2800,64,51.49234724696166
2800,65,51.251068141251885
2800,66,50.96414733489974
2800,67,51.162287884044616
2800,68,52.07692412655043
2800,69,52.08088291318625
2800,70,52.101077392668714
2800,71,52.19750491911294
2800,72,52.238502719943305
2800,73,52.04727844655889
2800,74,52.01936420832655
2800,75,51.885526260549504
2800,76,51.66531852476141
2800,77,51.628683923785935
2800,78,51.67259468916027
2800,79,51.73504800527439
2800,80,51.69645650118482
2800,81,51.429231955108214
2800,82,51.45865113070613
2800,83,52.64865778828051
2800,84,52.07854225349962
2800,85,52.4242867908919
2800,86,52.48707348101968
2800,87,52.497163891198824
2800,88,52.45402763838022
2800,89,52.721620591645575
2800,90,52.18328465527684
2800,91,51.8716384435077
2800,92,52.06930163701379
2800,93,51.447965898309434
2800,94,51.60633910436107
2800,95,51.99600930628574
2800,96,51.801363785462364
2800,97,52.913827085143126
2800,98,52.93125934408499
2800,99,52.57531192262734
2900,0,50.009001620291656
2900,1,50.289078790873575
2900,2,49.965352151117706
2900,3,49.9655898033107
2900,4,50.061917927914116
2900,5,49.7341387490176
2900,6,50.22398690853831
2900,7,49.46547088964173
2900,8,49.71735088457803
2900,9,49.74369798764261
2900,10,49.55572813231989
2900,11,49.648079849770646
2900,12,49.94563249816312
2900,13,50.13438908643767
2900,14,50.28666055909387
2900,15,50.12246146299609
2900,16,50.14500948307221
2900,17,50.46921936904789
2900,18,50.08508444513793
2900,19,50.10545753461299
2900,20,49.346849372111166
2900,21,49.73457042338657
2900,22,49.4535137090014
2900,23,49.9595987773445
2900,24,49.73460609928949
2900,25,49.317802019374305
2900,26,49.520327773144906
2900,27,49.59268786336032
2900,28,49.610616290265995
2900,29,49.71209883262369
2900,30,49.92338919904594
2900,31,49.88039855493608
2900,32,49.75598873725353
2900,33,49.56005326276109
2900,34,49.87242131108985
2900,35,49.54590699833078
2900,36,49.6792274383341
2900,37,49.92618006227283
2900,38,50.035428932563406
2900,39,50.33622054311669
2900,40,49.94861656140036
2900,41,49.66783916197365
2900,42,49.784747982903916
2900,43,50.33800640246199
2900,44,50.015876433853585
2900,45,50.48212002187138
2900,46,49.954716529799555
2900,47,50.26235013603698
2900,48,50.03759074004346
2900,49,49.2622410985025
2900,50,49.177343430450705
2900,51,49.029615514233804
2900,52,49.05982043162263
2900,53,49.624135347157086
2900,54,50.060557630809015
2900,55,50.00152528691319
2900,56,50.12696461250784
2900,57,50.45800463966204
2900,58,49.88934878233771
2900,59,50.220726127475224
2900,60,49.88692217692905
2900,61,49.71912875354025
2900,62,49.76932039634085
2900,63,49.792991622065834
2900,64,49.40300036771983
2900,65,49.74880560412642
2900,66,49.62242345705396
2900,67,49.346893859766
2900,68,49.15979760911324
2900,69,49.49342527435062
2900,70,50.20300478017082
2900,71,50.40755599570615
2900,72,50.36215473897949
2900,73,50.390891594389856
2900,74,50.338457150973525
2900,75,49.78190499554236
2900,76,50.44572680068932
